Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1773231330989,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,100,100,100,100,100,100,100,100,100,100,100,100,28052.50616455078,118370.16802978516,51761.61163330078,10680.969116210938,16919126016,28991029248,6871793664,0
196,1773231330993,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,48.79121398925781,45.640663146972656,91.65287017822266,63.09064865112305,46.51518249511719,45.45109939575195,60.1397705078125,79.64210510253906,87.39653015136719,44.78383255004883,66.8642349243164,46.655460357666016,28052.512451171875,118370.5302734375,51761.919921875,10680.969116210938,16919126016,28991029248,6871650304,0
200,1773231331190,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,4.562080383300781,3.0483245849609375,63.3069953918457,8.421066284179688,11.171646118164063,3.0944976806640625,5.9060821533203125,33.91548156738281,12.658699035644531,12.706809997558594,19.5447998046875,22.47393035888672,28052.69219970703,118382.06854248047,51773.12585449219,10680.969116210938,16919126016,28991029248,6921687040,0
200,1773231331390,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,4.8907928466796875,10.902900695800781,40.63035583496094,30.82648468017578,10.075508117675781,14.689422607421875,12.328468322753906,44.17011642456055,22.03033447265625,37.931732177734375,47.635250091552734,34.66840362548828,28052.948181152344,118396.4790649414,51787.19696044922,10680.970336914063,16919126016,28991029248,6951780352,0
200,1773231331590,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,1.8294448852539063,3.9963531494140625,45.6694221496582,34.527137756347656,7.771392822265625,5.582572937011719,3.7556686401367188,43.26496887207031,11.406875610351563,31.069007873535156,34.814048767089844,26.050064086914063,28053.17657470703,118410.81091308594,51801.17517089844,10680.970336914063,16919126016,28991029248,6959955968,0
200,1773231331790,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,1.09869384765625,3.7031097412109375,67.90318298339844,7.539878845214844,12.644508361816406,3.0990447998046875,3.751556396484375,22.03484344482422,9.330192565917969,15.549560546875,8.125862121582031,14.767326354980469,28053.363342285156,118422.11328125,51812.16094970703,10680.971252441406,16919126016,28991029248,6912720896,0
200,1773231331991,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,1.5418243408203125,3.600555419921875,53.261959075927734,21.24866485595703,2.55511474609375,6.29449462890625,9.10260009765625,44.39702224731445,9.379798889160156,30.631057739257813,23.09619140625,31.79999542236328,28053.562133789063,118435.9291381836,51825.60430908203,10680.972900390625,16919126016,28991029248,6941868032,0
199,1773231332191,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,3.2039337158203125,5.145477294921875,47.996726989746094,30.329132080078125,6.633087158203125,13.464805603027344,2.96319580078125,46.49619674682617,14.514045715332031,26.939987182617188,28.00324249267578,36.96466064453125,28053.80059814453,118450.880859375,51840.24639892578,10680.972900390625,16919126016,28991029248,6969073664,0
200,1773231332392,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,1.7313690185546875,3.2621383666992188,59.418392181396484,6.829231262207031,12.824569702148438,1.6874618530273438,5.0859222412109375,21.57707977294922,11.603401184082031,13.318687438964844,16.77788543701172,15.080528259277344,28053.99462890625,118461.88189697266,51850.873596191406,10680.973999023438,16919126016,28991029248,6910189568,0
200,1773231332592,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,1.1382827758789063,0.9719772338867188,61.89591598510742,12.801254272460938,1.61065673828125,4.372467041015625,6.926673889160156,42.71243667602539,7.01336669921875,25.580665588378906,16.850547790527344,30.456031799316406,28054.17999267578,118474.54302978516,51863.23498535156,10680.973999023438,16919126016,28991029248,6935883776,0
