run_id,version,duration,energy,power,dram_energy,memory_mean,memory_median,memory_delta,cpu_usage_mean,cpu_usage_median
001,base,29.282,236.72186279296875,8.084210873334088,19.19842529296875,7118.303051097973,7118.375,1.44140625,1.4317097878670906,0.5439529418945312
