FilePath,FileName,ClassName,TotalImports,TotalMethods,TotalMethodStatements,TotalTestMethods,AnnotationCount,TestsWithoutAnnotationCount,HasTestInFileName,HasTestInClassName,junitFrameworkTest,junitFrameworkTestCase,orgJunitTest,androidTestAndroidTestCase,androidTestInstrumentationTestCase,orgJunitAssert,androidTestActivityInstrumentationTestCase2,HasTechnicalDebtComment
C:\Users\simon\Documents\Code\thesis-code\mockito-main\mockito-extensions\mockito-junit-jupiter\src\test\java\org\mockitousage\annotation\CaptorAnnotationWithPrimitiveTest.java,CaptorAnnotationWithPrimitiveTest.java,Foo,8,2,4,1,1,0,true,false,false,false,false,false,false,false,false,false
C:\Users\simon\Documents\Code\thesis-code\mockito-main\mockito-extensions\mockito-junit-jupiter\src\test\java\org\mockitousage\GenericTypeMockMultipleMatchesTest.java,GenericTypeMockMultipleMatchesTest.java,UnderTestWithMultipleCandidatesByType,11,3,4,1,1,0,true,false,false,false,false,false,false,false,false,false
C:\Users\simon\Documents\Code\thesis-code\mockito-main\mockito-extensions\mockito-junit-jupiter\src\test\java\org\mockitousage\GenericTypeMockTest.java,GenericTypeMockTest.java,UnderTest,23,22,44,14,14,0,true,true,false,false,false,false,false,false,false,false
C:\Users\simon\Documents\Code\thesis-code\mockito-main\mockito-extensions\mockito-junit-jupiter\src\test\java\org\mockitousage\InjectMocksTest.java,InjectMocksTest.java,InjectMocksTest,6,2,2,2,2,0,true,true,false,false,false,false,false,false,false,false
C:\Users\simon\Documents\Code\thesis-code\mockito-main\mockito-extensions\mockito-junit-jupiter\src\test\java\org\mockitousage\JunitJupiterSkippedTest.java,JunitJupiterSkippedTest.java,SkipTestBeforeAllExtension,8,8,4,5,5,0,true,false,false,false,false,false,false,false,false,false
C:\Users\simon\Documents\Code\thesis-code\mockito-main\mockito-extensions\mockito-junit-jupiter\src\test\java\org\mockitousage\JunitJupiterTest.java,JunitJupiterTest.java,ClassWithDependency,14,16,24,15,15,0,true,false,false,false,false,false,false,false,false,false
C:\Users\simon\Documents\Code\thesis-code\mockito-main\mockito-extensions\mockito-junit-jupiter\src\test\java\org\mockitousage\MultiLevelNestedTest.java,MultiLevelNestedTest.java,Level3Class,6,2,5,2,2,0,true,false,false,false,false,false,false,false,false,false
C:\Users\simon\Documents\Code\thesis-code\mockito-main\mockito-extensions\mockito-junit-jupiter\src\test\java\org\mockitousage\StrictnessTest.java,StrictnessTest.java,LenientMockitoSettings,21,16,37,14,14,0,true,false,false,false,false,false,false,false,false,false
