run_id,version,duration,energy,energy_delta,power,dram_energy,memory_mean,memory_median,memory_delta,cpu_usage_mean,cpu_usage_median
001,OR,6.41,391.65521240231465,296.39531900507393,61.10065716104752,6.433532714847388,6948.338579963235,6952.830078125,93.01171875,17.726825919805787,12.753328323364258
003,OR,6.41,394.83489990240196,299.57500650516124,61.59670825310483,6.51580810546875,6953.221852022059,6958.578125,95.03515625,17.89259315939511,13.00762939453125
004,OR,6.409,396.5090332030668,301.2640009436416,61.86753521658087,6.4964599609375,6955.814453125,6959.107421875,97.875,17.910067259096632,14.066064834594727
007,OR,6.41,395.2541503905959,299.9942569933552,61.66211394549078,6.4765625,6945.454963235294,6951.09375,93.6171875,17.795943718330534,15.752334594726562
009,OR,6.408,397.722900390625,302.49272926901523,62.06661991114622,6.50152587890625,6967.019416360294,6971.056640625,91.859375,17.92871207816928,13.577823638916016
011,OR,6.411,398.23760986328125,302.96285532822503,62.117861466741736,6.48089599609375,6956.550896139706,6960.173828125,93.296875,17.914880883459954,15.560129165649414
014,OR,6.411,394.94189453125,299.6671399961938,61.603789507292156,6.45343017578125,6927.908318014706,6932.5546875,88.23046875,17.909625857484105,14.254039764404297
016,OR,6.41,389.689453125,294.4295597277593,60.793986446957874,6.46881103515625,6921.02090992647,6924.26953125,91.69921875,17.84240411309635,12.78255844116211
017,OR,6.409,394.57330322265625,299.32827096323103,61.56550214115404,6.478393554680224,6912.91934742647,6917.685546875,85.5703125,17.932821610394647,14.840896606445312
020,OR,6.412,395.72698974609375,300.4373740732221,61.716623478804394,6.4599609375,6917.288258272059,6921.40625,89.921875,17.86164077123006,14.353675842285156
022,OR,6.41,404.68524169921875,309.42534830197803,63.133423041999805,6.69940185546875,6921.86270680147,6923.482421875,113.81640625,18.968807005414774,16.89942741394043
024,OR,6.411,393.0867919921857,297.81203745712946,61.31442707724001,6.44720458984375,6933.208180147059,6935.111328125,88.9140625,17.79853416891659,12.543869018554688
028,OR,6.41,395.7448730468768,300.4849796496361,61.738669742102466,6.52410888671875,6937.080997242647,6940.26953125,78.38671875,18.31519820643406,13.89841079711914
029,OR,6.41,392.69061279296693,297.4307193957262,61.26218608314617,6.478515625,6940.593290441177,6946.591796875,94.54296875,18.49067900227565,12.695018768310547
030,OR,6.412,394.47796630859375,299.1883506357221,61.5218288067052,6.462890625,6935.926930147059,6939.744140625,95.44140625,17.80066484563491,14.702831268310547
033,OR,6.61,402.81488037109375,304.5827594107566,60.94022395931827,6.65362548828125,6941.455245535714,6944.734375,98.3203125,17.62441291809082,14.167781829833984
034,OR,6.41,392.6837158203143,297.4238224230736,61.26111011237353,6.44091796875,6938.421989889706,6941.525390625,90.78515625,17.632403065176568,14.173696517944336
035,OR,6.41,395.1342163085974,299.87432291135667,61.643403480280405,6.496704101555224,6942.376493566177,6945.490234375,93.0234375,17.842845570807366,14.556375503540039
038,OR,6.41,396.3826904296875,301.1227970324468,61.83817323396061,6.48870849609375,6941.39981617647,6945.333984375,92.6640625,18.420627173255472,12.846010208129883
039,OR,6.41,396.9383544921875,301.6784610949468,61.92486029519306,6.48406982421875,6940.04159007353,6943.330078125,93.12890625,17.86970236722161,14.167505264282227
040,OR,6.411,391.4649658203125,296.1902112852563,61.06145153959016,6.45001220703125,6949.343520220588,6954.361328125,93.5546875,17.516286597532382,13.906923294067383
046,OR,6.409,399.0714111328125,303.8263788733873,62.267344536247855,6.49261474609375,6953.423483455882,6954.650390625,90.05859375,18.04307694528617,13.987653732299805
047,OR,6.41,394.75726318359375,299.49736978635303,61.584596440498245,6.469299316398974,6953.255514705882,6957.22265625,92.21875,17.756002491595698,14.108871459960938
048,OR,6.413,396.78680419921875,301.4823273885316,61.872260127743445,6.50018310546875,6947.735868566177,6952.380859375,96.0546875,17.933892773646935,14.175458908081055
049,OR,6.409,398.68725585937864,303.4422235999534,62.207404565357876,6.90899658203125,6958.702435661765,6962.4765625,122.3984375,18.756162512536147,13.801912307739258
053,OR,6.411,405.30731201171875,310.03255747666253,63.220607083406456,6.65533447265625,6965.278147977941,6972.47265625,112.328125,18.706960986642276,16.580768585205078
055,OR,6.411,400.7347412109375,305.4599866758813,62.50736877412845,6.579833984375,6954.585248161765,6958.671875,90.82421875,18.057537593093574,14.07026481628418
056,OR,6.411,398.63677978515625,303.36202525010003,62.18012475201314,6.59088134765625,6958.627642463235,6963.5078125,92.3203125,19.158210333655866,14.493707656860352
059,OR,6.41,395.92474365234375,300.66485025510303,61.766730678992786,6.474853515625,6958.140739889706,6961.580078125,93.58984375,18.01908589344399,13.792694091796875
060,OR,6.409,391.085693359375,295.8406610999498,61.02132834441801,6.45489501953125,6964.234719669118,6968.70703125,95.08984375,18.136189479453893,13.035192489624023
