FilePath,FileName,ClassName,TotalImports,TotalMethods,TotalMethodStatements,TotalTestMethods,AnnotationCount,TestsWithoutAnnotationCount,HasTestInFileName,HasTestInClassName,junitFrameworkTest,junitFrameworkTestCase,orgJunitTest,androidTestAndroidTestCase,androidTestInstrumentationTestCase,orgJunitAssert,androidTestActivityInstrumentationTestCase2,HasTechnicalDebtComment
C:\Users\simon\Documents\Code\thesis-code\commons-numbers-master\commons-numbers-complex\src\test\java\org\apache\commons\numbers\complex\ComplexEdgeCaseTest.java,ComplexEdgeCaseTest.java,ComplexEdgeCaseTest,5,16,272,11,11,0,true,true,false,false,false,false,false,false,false,false
C:\Users\simon\Documents\Code\thesis-code\commons-numbers-master\commons-numbers-complex\src\test\java\org\apache\commons\numbers\complex\ComplexTest.java,ComplexTest.java,ComplexTest,11,134,755,121,121,0,true,true,false,false,false,false,false,false,false,false
C:\Users\simon\Documents\Code\thesis-code\commons-numbers-master\commons-numbers-complex\src\test\java\org\apache\commons\numbers\complex\CReferenceTest.java,CReferenceTest.java,CReferenceTest,7,20,38,13,13,0,true,true,false,false,false,false,false,false,false,false
C:\Users\simon\Documents\Code\thesis-code\commons-numbers-master\commons-numbers-complex\src\test\java\org\apache\commons\numbers\complex\CStandardTest.java,CStandardTest.java,CStandardTest,11,46,298,16,16,0,true,true,false,false,false,false,false,false,false,false
C:\Users\simon\Documents\Code\thesis-code\commons-numbers-master\commons-numbers-complex\src\test\java\org\apache\commons\numbers\complex\TestUtils.java,TestUtils.java,TestUtils,7,4,10,0,0,0,true,true,false,false,false,false,false,false,false,false
C:\Users\simon\Documents\Code\thesis-code\commons-numbers-master\commons-numbers-complex\src\test\java\org\apache\commons\numbers\complex\UserGuideTest.java,UserGuideTest.java,UserGuideTest,2,2,17,2,2,0,true,true,false,false,false,false,false,false,false,false
