run_id,version,duration,energy,energy_delta,power,dram_energy,memory_mean,memory_median,memory_delta,cpu_usage_mean,cpu_usage_median
001,RF,6.01,367.3299560546875,315.07028794795906,61.11979302074668,6.077087402343778,5924.206298828125,5923.94921875,82.34375,23.85378427306811,17.23136329650879
002,OR,7.213,470.8797607421857,408.1594635618476,65.28209631806261,7.7410888671875,5869.483449835527,5874.365234375,115.140625,23.56687575892398,17.609825134277344
003,RF,6.01,361.62200927734375,309.3623411706153,60.170051460456534,6.04937744140625,5861.2117919921875,5864.779296875,87.625,20.78342491388321,18.20219612121582
004,OR,7.213,467.4370117187482,404.7167145384101,64.80479851916652,7.75579833984375,5858.551500822368,5865.26953125,106.82421875,22.323271617554784,16.822431564331055
005,RF,6.009,358.28656005859375,306.03558740412933,59.624989192643326,6.04644775390625,5854.1793212890625,5857.763671875,90.21484375,20.823824445406597,16.961517333984375
006,OR,7.212,486.9323730468732,424.22077131879905,67.51696797654925,8.0081787109375,5860.551192434211,5866.8984375,124.4453125,24.562971976765414,17.200868606567383
007,RF,6.011,355.7160644531268,303.4477008941344,59.177518624709165,6.0653076171875,5853.8460693359375,5855.65625,90.80078125,20.86105786760648,18.322980880737305
008,OR,7.212,482.1394042968768,419.4278025688027,66.85238550982763,8.35699462890625,5847.639185855263,5849.865234375,102.41796875,25.10627107452928,17.901378631591797
009,RF,6.01,354.54888916015807,302.2892210534296,58.993159594036285,6.10772705078125,5793.111328125,5795.076171875,86.90625,21.068924297889073,16.799116134643555
010,OR,7.213,467.8780517578125,405.1577545774744,64.86594367916436,7.730041503906193,5789.401007401316,5794.22265625,102.4453125,23.39619521927415,16.919506072998047
011,RF,6.01,358.83825683594114,306.5785887292127,59.706864698159926,6.04425048828125,5771.8277587890625,5774.294921875,95.06640625,23.390099465847015,18.259723663330078
012,OR,7.211,473.22027587890807,410.51736960309796,65.6247782386504,7.660827636718807,5784.6129728618425,5790.412109375,112.3984375,23.291866662209497,15.968996047973633
