run_id,version,duration,energy,power,dram_energy,memory_mean,memory_median,memory_delta,cpu_usage_mean,cpu_usage_median
001,base,30.083,242.393798828125,8.057500875182829,19.708984375,6967.530119243421,6968.0078125,4.55078125,2.084005945607236,0.5000572204589844
