run_id,version,duration,energy,power,dram_energy,memory_mean,memory_median,memory_delta,cpu_usage_mean,cpu_usage_median
001,base,29.86,359.6571655273365,12.04478116300524,20.017883300784888,6684.1578280215235,6683.77734375,3.63671875,1.085819208595663,0.5607376098632812
