run_id,version,duration,energy,power,dram_energy,memory_mean,memory_median,memory_delta,cpu_usage_mean,cpu_usage_median
001,base,29.883,209.95855712890625,7.026020049155247,19.2535400390625,6351.099182533113,6351.16015625,0.15234375,0.7531745649594609,0.3104591369628906
