run_id,version,duration,energy,power,dram_energy,memory_mean,memory_median,memory_delta,cpu_usage_mean,cpu_usage_median
001,base,29.441,230.2783203125,7.8216881326211745,19.177795410148974,7975.803979656041,7975.5859375,3.26953125,1.4160836473674048,0.6695899963378906
