FilePath,FileName,ClassName,TotalImports,TotalMethods,TotalMethodStatements,TotalTestMethods,AnnotationCount,TestsWithoutAnnotationCount,HasTestInFileName,HasTestInClassName,junitFrameworkTest,junitFrameworkTestCase,orgJunitTest,androidTestAndroidTestCase,androidTestInstrumentationTestCase,orgJunitAssert,androidTestActivityInstrumentationTestCase2,HasTechnicalDebtComment
C:\Users\simon\Documents\Code\thesis-code\commons-numbers-master\commons-numbers-fraction\src\test\java\org\apache\commons\numbers\fraction\BigFractionTest.java,BigFractionTest.java,BigFractionTest,7,46,282,39,39,0,true,true,false,false,false,false,false,false,false,false
C:\Users\simon\Documents\Code\thesis-code\commons-numbers-master\commons-numbers-fraction\src\test\java\org\apache\commons\numbers\fraction\CommonsLangPortedFractionTest.java,CommonsLangPortedFractionTest.java,CommonsLangPortedFractionTest,8,17,506,15,15,0,true,true,false,false,false,false,false,false,false,false
C:\Users\simon\Documents\Code\thesis-code\commons-numbers-master\commons-numbers-fraction\src\test\java\org\apache\commons\numbers\fraction\ContinuedFractionTest.java,ContinuedFractionTest.java,GoldenRatio,5,21,45,9,8,1,true,false,false,false,false,false,false,false,false,false
C:\Users\simon\Documents\Code\thesis-code\commons-numbers-master\commons-numbers-fraction\src\test\java\org\apache\commons\numbers\fraction\FractionTest.java,FractionTest.java,FractionTest,8,44,295,32,32,0,true,true,false,false,false,false,false,false,false,false
C:\Users\simon\Documents\Code\thesis-code\commons-numbers-master\commons-numbers-fraction\src\test\java\org\apache\commons\numbers\fraction\GeneralizedContinuedFractionTest.java,GeneralizedContinuedFractionTest.java,Tan,9,33,94,24,15,9,true,false,false,false,false,false,false,false,false,false
C:\Users\simon\Documents\Code\thesis-code\commons-numbers-master\commons-numbers-fraction\src\test\java\org\apache\commons\numbers\fraction\UserGuideTest.java,UserGuideTest.java,UserGuideTest,5,11,62,9,9,0,true,true,false,false,false,false,false,false,false,false
