run_id,version,duration,energy,power,dram_energy,memory_mean,memory_median,memory_delta,cpu_usage_mean,cpu_usage_median
001,base,29.886,200.06134033203125,6.694149111022929,19.3017578125,7324.215102442053,7324.1875,1.64453125,2.032032484513508,0.4663887023925781
