Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1772111640673,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,100,100,100,100,100,100,100,100,100,100,100,100,47422.40319824219,56518.136169433594,257449.5640258789,2801.2166748046875,16919126016,28991029248,6078140416,0
197,1772111640677,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,100,100,100,100,100,100,100,100,100,100,100,100,47422.41149902344,56518.295959472656,257449.69061279297,2801.2166748046875,16919126016,28991029248,6078312448,0
200,1772111640874,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,10.740707397460938,7.799339294433594,59.35441207885742,20.779693603515625,15.394500732421875,7.235069274902344,19.762550354003906,38.60372543334961,23.182174682617188,51.68623733520508,25.669044494628906,63.84876251220703,47422.720275878906,56525.315979003906,257456.28369140625,2801.2166748046875,16919126016,28991029248,6112694272,0
200,1772111641074,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,6.7548675537109375,10.536491394042969,38.1125602722168,34.45188903808594,15.840400695800781,12.670722961425781,12.912330627441406,51.83180618286133,55.677669525146484,38.96181106567383,42.04837417602539,30.643760681152344,47423.036193847656,56532.385803222656,257462.97564697266,2801.2177734375,16919126016,28991029248,6123753472,0
200,1772111641274,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,7.7820281982421875,14.433563232421875,33.576446533203125,48.935298919677734,11.49908447265625,24.635520935058594,19.37403106689453,46.43507385253906,40.53797149658203,58.243255615234375,33.48976135253906,46.4450569152832,47423.39367675781,56539.44061279297,257469.63189697266,2801.2177734375,16919126016,28991029248,6150057984,0
200,1772111641475,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2.9584884643554688,7.319671630859375,55.13288116455078,21.358116149902344,8.344474792480469,10.856163024902344,15.417160034179688,65.66661071777344,8.313591003417969,64.91542053222656,24.44366455078125,30.146484375,47423.709716796875,56546.8662109375,257476.60766601563,2801.2177734375,16919126016,28991029248,6157398016,0
200,1772111641675,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,5.3653717041015625,3.8484268188476563,52.84621047973633,17.7373046875,11.784591674804688,7.782081604003906,10.5423583984375,52.509727478027344,22.924026489257813,40.00593185424805,25.01587677001953,12.733627319335938,47424.027893066406,56554.14123535156,257483.49285888672,2801.218994140625,16919126016,28991029248,6102482944,0
200,1772111641875,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2.1930999755859375,9.272140502929688,28.660865783691406,55.525413513183594,15.328163146972656,11.576347351074219,9.875740051269531,44.89898681640625,25.30712127685547,52.412418365478516,37.46669006347656,37.19511413574219,47424.35046386719,56561.144287109375,257490.10815429688,2801.218994140625,16919126016,28991029248,6120660992,0
199,1772111642076,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,11.868118286132813,14.438652038574219,48.245826721191406,33.25818634033203,19.664337158203125,19.37779998779297,40.23617172241211,31.671241760253906,24.465904235839844,49.00426483154297,40.76118087768555,60.09629440307617,47424.700134277344,56568.13623046875,257496.63153076172,2801.2199096679688,16919126016,28991029248,6155407360,0
200,1772111642276,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,9.583053588867188,9.76507568359375,37.49752426147461,54.5948371887207,7.906837463378906,7.975059509277344,20.28741455078125,44.611061096191406,28.38507080078125,26.269195556640625,58.15058135986328,15.558181762695313,47425.02014160156,56575.59649658203,257503.68035888672,2801.2199096679688,16919126016,28991029248,6158057472,0
200,1772111642476,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,7.224884033203125,4.324180603027344,74.25228881835938,8.613967895507813,2.3198165893554688,7.0803375244140625,14.949142456054688,47.09437942504883,23.776443481445313,56.63807678222656,19.662094116210938,20.42597198486328,47425.33917236328,56582.819885253906,257510.49517822266,2801.2199096679688,16919126016,28991029248,6100172800,0
200,1772111642676,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,3.719390869140625,8.443267822265625,45.63933563232422,40.32722854614258,6.54278564453125,11.41961669921875,13.259841918945313,53.719417572021484,26.589378356933594,36.05220413208008,22.182861328125,65.12590026855469,47425.65838623047,56589.94610595703,257517.18194580078,2801.220947265625,16919126016,28991029248,6125416448,0
199,1772111642877,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,8.950454711914063,14.874160766601563,76.7197036743164,15.128501892089844,11.957084655761719,24.67414093017578,16.38207244873047,47.3671875,23.819122314453125,49.60920715332031,34.587684631347656,49.25363540649414,47425.99645996094,56596.93670654297,257523.7494506836,2801.220947265625,16919126016,28991029248,6155493376,0
199,1772111643077,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,4.234352111816406,11.294776916503906,28.1856689453125,64.978759765625,9.79638671875,12.555625915527344,13.689018249511719,46.61476516723633,21.052200317382813,33.83912658691406,56.51755905151367,35.82011413574219,47426.33123779297,56604.133850097656,257530.546875,2801.220947265625,16919126016,28991029248,6156050432,0
199,1772111643277,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,6.9669036865234375,5.513008117675781,78.79969024658203,10.291152954101563,12.389541625976563,5.722694396972656,16.75206756591797,33.94264221191406,24.235000610351563,25.65015411376953,64.93266296386719,8.7830810546875,47426.66583251953,56611.494201660156,257537.47717285156,2801.2218017578125,16919126016,28991029248,6100578304,0
200,1772111643477,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2.4885101318359375,5.419746398925781,61.52596664428711,24.19232177734375,15.531585693359375,6.1490936279296875,5.020744323730469,47.304168701171875,69.01367950439453,27.941802978515625,37.1796875,25.925155639648438,47426.985595703125,56618.20446777344,257543.80981445313,2801.2218017578125,16919126016,28991029248,6120923136,0
200,1772111643677,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,8.085746765136719,15.074569702148438,29.7147216796875,44.835811614990234,11.356605529785156,19.52770233154297,52.621604919433594,27.412384033203125,19.176376342773438,56.89995193481445,37.60704803466797,49.71541213989258,47427.32421875,56625.54168701172,257550.74475097656,2801.2229614257813,16919126016,28991029248,6148837376,0
200,1772111643878,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,6.844085693359375,9.147163391113281,45.046138763427734,34.67505645751953,10.317756652832031,19.134201049804688,54.18831253051758,36.5947380065918,35.170188903808594,44.64757537841797,33.14910125732422,36.176570892333984,47427.66296386719,56632.48028564453,257557.2586669922,2801.2229614257813,16919126016,28991029248,6160764928,0
200,1772111644078,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,4.720207214355469,5.6299285888671875,69.26554870605469,13.91314697265625,10.864250183105469,5.704780578613281,13.448081970214844,53.86099624633789,17.40259552001953,44.60053634643555,29.00030517578125,25.25878143310547,47427.98779296875,56639.79217529297,257564.16107177734,2801.2229614257813,16919126016,28991029248,6100123648,0
200,1772111644278,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,1.970306396484375,6.4565582275390625,39.59457015991211,53.76485824584961,12.984840393066406,4.143501281738281,7.119537353515625,40.78361511230469,25.428077697753906,21.629425048828125,40.70564651489258,39.04522705078125,47428.26544189453,56646.81140136719,257570.82159423828,2801.2239990234375,16919126016,28991029248,6110265344,0
200,1772111644479,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,15.430473327636719,15.381698608398438,50.25628662109375,50.64374542236328,26.52619171142578,21.7275390625,44.606632232666016,46.95535659790039,45.951385498046875,39.47459030151367,49.34731674194336,59.12968444824219,47428.643798828125,56653.51184082031,257577.04290771484,2801.2239990234375,16919126016,28991029248,6147100672,0
200,1772111644679,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,14.743003845214844,9.429023742675781,56.00261306762695,33.842369079589844,12.817375183105469,12.184555053710938,47.6944465637207,25.304672241210938,37.81418991088867,57.371402740478516,43.62583923339844,26.108848571777344,47429.00646972656,56660.58331298828,257583.7074584961,2801.2239990234375,16919126016,28991029248,6156603392,0
