run_id,version,duration,energy,power,dram_energy,memory_mean,memory_median,memory_delta,cpu_usage_mean,cpu_usage_median
001,base,29.483,307.7529296874709,10.438318003170332,20.39056396484375,4958.3203125,4958.453125,0.15625,2.4101156708378118,0.6110801696777344
