FilePath,FileName,ClassName,TotalImports,TotalMethods,TotalMethodStatements,TotalTestMethods,AnnotationCount,TestsWithoutAnnotationCount,HasTestInFileName,HasTestInClassName,junitFrameworkTest,junitFrameworkTestCase,orgJunitTest,androidTestAndroidTestCase,androidTestInstrumentationTestCase,orgJunitAssert,androidTestActivityInstrumentationTestCase2,HasTechnicalDebtComment
C:\Users\simon\Documents\Code\thesis-code\commons-numbers-master\commons-numbers-complex-streams\src\test\java\org\apache\commons\numbers\complex\streams\ComplexUtilsTest.java,ComplexUtilsTest.java,ComplexUtilsTest,3,43,232,41,41,0,true,true,false,false,false,false,false,false,false,false
C:\Users\simon\Documents\Code\thesis-code\commons-numbers-master\commons-numbers-complex-streams\src\test\java\org\apache\commons\numbers\complex\streams\TestUtils.java,TestUtils.java,TestUtils,3,17,32,0,0,0,true,true,false,false,false,false,false,false,false,false
