Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1772123794393,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,100,100,100,100,100,100,100,100,100,100,100,100,59044.80651855469,208441.06658935547,132160.7896118164,3122.0175170898438,16919126016,28991029248,5877309440,0
199,1772123794394,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,100,100,100,100,100,100,100,100,100,100,100,100,59044.810546875,208441.1400756836,132160.85131835938,3122.0175170898438,16919126016,28991029248,5877596160,0
200,1772123794594,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,7.217216491699219,9.017250061035156,55.54264450073242,37.981754302978516,13.528411865234375,10.862541198730469,57.934539794921875,22.5364990234375,17.126800537109375,44.534549713134766,39.94562530517578,25.092086791992188,59045.115661621094,208449.40887451172,132168.68212890625,3122.0175170898438,16919126016,28991029248,5924384768,0
200,1772123794794,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,6.4773101806640625,18.62329864501953,43.043861389160156,30.790756225585938,8.260009765625,19.40222930908203,22.231781005859375,51.37255096435547,52.27964782714844,53.82746505737305,39.719337463378906,42.26134490966797,59045.46276855469,208457.6524658203,132176.4644165039,3122.0198974609375,16919126016,28991029248,5938356224,0
199,1772123794994,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,7.144569396972656,27.796417236328125,44.74563980102539,47.80826187133789,9.297714233398438,23.024131774902344,29.425140380859375,47.283443450927734,85.163330078125,19.882171630859375,29.011024475097656,51.83917999267578,59045.812927246094,208465.53631591797,132183.93353271484,3122.0198974609375,16919126016,28991029248,5961052160,0
200,1772123795194,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,3.26043701171875,11.955482482910156,40.84882354736328,34.32469940185547,17.249099731445313,11.318161010742188,57.435523986816406,42.5661735534668,21.556991577148438,36.36302947998047,47.83970642089844,28.213600158691406,59046.150939941406,208473.98779296875,132191.88885498047,3122.0198974609375,16919126016,28991029248,5967753216,0
199,1772123795395,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,3.5529632568359375,12.200019836425781,54.158958435058594,26.161239624023438,8.776397705078125,16.45777130126953,35.75678253173828,35.81828308105469,19.267730712890625,32.58052062988281,56.88128662109375,24.567955017089844,59046.47491455078,208482.06872558594,132199.54876708984,3122.0208740234375,16919126016,28991029248,5907746816,0
200,1772123795595,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,5.012847900390625,11.531623840332031,58.47789001464844,26.1650390625,21.931480407714844,7.032470703125,60.646385192871094,37.26600646972656,25.004837036132813,54.123958587646484,28.05804443359375,33.116127014160156,59046.803771972656,208490.2767944336,132207.28778076172,3122.0208740234375,16919126016,28991029248,5934862336,0
200,1772123795795,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,12.497337341308594,16.2794189453125,54.83727264404297,29.621116638183594,13.914794921875,14.551048278808594,56.42976760864258,40.47098922729492,40.41302490234375,46.550209045410156,32.766151428222656,37.94095230102539,59047.14764404297,208498.12670898438,132214.6605834961,3122.0217895507813,16919126016,28991029248,5962575872,0
200,1772123795996,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,19.82378387451172,14.775527954101563,66.1259994506836,18.437400817871094,15.482383728027344,15.336349487304688,56.55743408203125,39.24919891357422,35.85456848144531,38.772674560546875,61.03589630126953,29.640235900878906,59047.51153564453,208506.27575683594,132222.33856201172,3122.0217895507813,16919126016,28991029248,5966520320,0
199,1772123796196,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,9.187934875488281,10.490814208984375,56.69032669067383,17.612823486328125,21.09648895263672,13.751777648925781,20.905860900878906,51.26150131225586,49.96031951904297,23.685867309570313,60.58073425292969,32.56549835205078,59047.83807373047,208514.52459716797,132230.13970947266,3122.0217895507813,16919126016,28991029248,5971619840,0
199,1772123796396,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,12.400482177734375,9.274787902832031,54.77207565307617,16.556846618652344,13.101722717285156,11.517784118652344,48.24467468261719,46.27448654174805,51.908695220947266,42.742801666259766,41.47295379638672,23.48114013671875,59048.180419921875,208522.7954711914,132237.9158935547,3122.0230102539063,16919126016,28991029248,5918072832,0
200,1772123796596,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,4.969390869140625,8.422256469726563,54.92912292480469,26.872711181640625,13.441001892089844,10.982635498046875,14.321495056152344,46.58735275268555,68.3341064453125,47.865970611572266,22.327880859375,35.497802734375,59048.495544433594,208530.80389404297,132245.48278808594,3122.0230102539063,16919126016,28991029248,5941096448,0
200,1772123796797,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,10.202415466308594,19.247764587402344,34.63014221191406,46.16329574584961,20.469322204589844,26.589805603027344,51.40475082397461,34.16765594482422,60.16630935668945,41.655086517333984,30.378883361816406,48.21895217895508,59048.8212890625,208538.72393798828,132252.9432373047,3122.0230102539063,16919126016,28991029248,5978382336,0
200,1772123796997,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,5.108695983886719,11.980499267578125,50.048824310302734,24.734237670898438,12.74560546875,15.955757141113281,39.56869125366211,43.50046920776367,24.78815460205078,71.42573547363281,24.97167205810547,35.43702697753906,59049.19030761719,208547.1240234375,132260.89489746094,3122.0240478515625,16919126016,28991029248,5973209088,0
200,1772123797197,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,8.582275390625,12.219474792480469,26.78260040283203,36.013248443603516,18.56104278564453,14.630950927734375,49.94133758544922,24.929039001464844,34.22212219238281,54.4538688659668,30.756591796875,28.12329864501953,59049.52850341797,208555.08172607422,132268.38732910156,3122.0240478515625,16919126016,28991029248,5893300224,0
200,1772123797397,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,3.926513671875,4.8155364990234375,38.403099060058594,54.975914001464844,14.423042297363281,5.575836181640625,16.10126495361328,39.10897445678711,59.71440505981445,19.504005432128906,42.17462921142578,15.1044921875,59049.84014892578,208562.73681640625,132275.61279296875,3122.0253295898438,16919126016,28991029248,5927137280,0
200,1772123797598,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,6.5865020751953125,14.386322021484375,52.42359924316406,57.016021728515625,12.521408081054688,19.787460327148438,21.247169494628906,41.355613708496094,20.015228271484375,51.834712982177734,43.12986373901367,39.08139419555664,59050.12805175781,208570.79071044922,132283.23931884766,3122.0253295898438,16919126016,28991029248,5946818560,0
200,1772123797798,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,9.091865539550781,19.944793701171875,46.944461822509766,68.19581604003906,21.69921112060547,20.07781982421875,26.2506103515625,47.19917297363281,37.09110641479492,61.074729919433594,34.101531982421875,51.578651428222656,59050.53643798828,208578.59979248047,132290.53942871094,3122.0253295898438,16919126016,28991029248,5971472384,0
200,1772123797998,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,5.247840881347656,11.196395874023438,54.472049713134766,22.88525390625,16.111610412597656,18.73064422607422,12.610389709472656,51.970558166503906,29.29779815673828,74.16262817382813,23.798416137695313,51.114501953125,59050.830505371094,208586.6904296875,132298.1961669922,3122.0264892578125,16919126016,28991029248,5972193280,0
200,1772123798199,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,6.3683319091796875,9.15093994140625,31.680953979492188,40.73386764526367,11.295280456542969,13.102165222167969,24.639564514160156,41.593589782714844,43.7604866027832,20.11804962158203,42.83673095703125,24.684288024902344,59051.19006347656,208594.77099609375,132305.80975341797,3122.0264892578125,16919126016,28991029248,5915602944,0
200,1772123798399,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,1.2982940673828125,3.43212890625,74.07652282714844,24.00493621826172,11.826553344726563,3.3175125122070313,5.838127136230469,45.56494903564453,30.580520629882813,24.091949462890625,33.6024169921875,53.0489501953125,59051.49279785156,208602.71362304688,132313.32891845703,3122.0264892578125,16919126016,28991029248,5933826048,0
200,1772123798599,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,4.494865417480469,18.863174438476563,44.322811126708984,35.360740661621094,16.911148071289063,22.183944702148438,18.79846954345703,79.43817138671875,21.174110412597656,67.50810241699219,27.772865295410156,41.6132698059082,59051.83172607422,208610.70776367188,132320.88250732422,3122.0275268554688,16919126016,28991029248,5965180928,0
200,1772123798800,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,3.982391357421875,17.492462158203125,73.3365478515625,30.823211669921875,17.12798309326172,22.450180053710938,12.319351196289063,61.3237190246582,13.552886962890625,58.484375,44.191986083984375,35.64038848876953,59052.188415527344,208618.92041015625,132328.64489746094,3122.0275268554688,16919126016,28991029248,5974663168,0
200,1772123799000,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2.1571884155273438,13.917213439941406,45.35587692260742,33.864479064941406,18.421226501464844,18.339698791503906,13.175247192382813,66.26066589355469,15.0257568359375,45.93402862548828,50.1657829284668,66.57719421386719,59052.52069091797,208627.19799804688,132336.43731689453,3122.0286254882813,16919126016,28991029248,5974462464,0
199,1772123799200,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,6.250511169433594,5.468605041503906,46.528236389160156,15.522178649902344,11.342208862304688,4.361320495605469,20.49712371826172,30.325302124023438,33.522125244140625,28.71746063232422,31.109451293945313,55.87521743774414,59052.8046875,208635.4315185547,132344.2442626953,3122.0286254882813,16919126016,28991029248,5917622272,0
200,1772123799400,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,4.721595764160156,8.625480651855469,37.24047088623047,42.340335845947266,14.874603271484375,11.631866455078125,24.314537048339844,54.57353210449219,45.615352630615234,58.18869400024414,36.45234680175781,34.63134765625,59053.156982421875,208643.25616455078,132351.60772705078,3122.0286254882813,16919126016,28991029248,5941121024,0
200,1772123799601,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,5.7585601806640625,27.689598083496094,27.80938720703125,55.590911865234375,16.68213653564453,29.624252319335938,33.719940185546875,55.824092864990234,57.041873931884766,46.39361572265625,25.526962280273438,53.033416748046875,59053.475158691406,208651.0821533203,132359.0010986328,3122.0296020507813,16919126016,28991029248,5975093248,0
200,1772123799801,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,6.3206787109375,13.97833251953125,41.37770080566406,39.247398376464844,16.626708984375,14.530929565429688,61.94121551513672,32.612754821777344,14.363975524902344,59.59121322631836,44.42676544189453,27.73072052001953,59053.84765625,208659.26361083984,132366.69525146484,3122.0296020507813,16919126016,28991029248,5974839296,0
200,1772123800001,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,4.883636474609375,18.417198181152344,50.00019836425781,27.737106323242188,17.731056213378906,15.770652770996094,49.44234848022461,33.942047119140625,20.777442932128906,37.11207580566406,31.607887268066406,33.430580139160156,59054.17645263672,208667.0786743164,132374.07891845703,3122.0296020507813,16919126016,28991029248,5890486272,0
200,1772123800202,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2.361663818359375,4.295616149902344,69.08514404296875,44.89195251464844,10.090461730957031,5.396087646484375,16.402198791503906,44.578853607177734,48.31465530395508,15.439987182617188,34.614768981933594,38.01675796508789,59054.492614746094,208674.96838378906,132381.52227783203,3122.0304565429688,16919126016,28991029248,5939302400,0
200,1772123800402,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,6.915840148925781,12.015335083007813,46.451419830322266,51.49458312988281,9.797538757324219,13.229248046875,20.233627319335938,41.497894287109375,34.04972839355469,35.82347869873047,45.75160598754883,33.672454833984375,59054.80749511719,208683.11883544922,132389.2215576172,3122.0304565429688,16919126016,28991029248,5950767104,0
200,1772123800602,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,10.521774291992188,17.72918701171875,45.61362075805664,38.714359283447266,13.256362915039063,14.937667846679688,54.69118881225586,60.21699142456055,34.18061065673828,48.15915298461914,29.666175842285156,61.75031280517578,59055.170166015625,208690.94482421875,132396.60919189453,3122.0315551757813,16919126016,28991029248,5974949888,0
199,1772123800803,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,7.8936767578125,12.501487731933594,57.871246337890625,15.859375,20.476470947265625,10.322708129882813,35.60932159423828,23.781509399414063,48.480342864990234,51.25319290161133,22.534278869628906,56.78013229370117,59055.46240234375,208699.31427001953,132404.49884033203,3122.0315551757813,16919126016,28991029248,5982539776,0
200,1772123801003,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,8.580863952636719,8.7579345703125,50.23862075805664,36.65421676635742,20.763381958007813,8.654830932617188,29.07141876220703,28.526153564453125,51.71736526489258,11.882850646972656,20.6083984375,59.8430290222168,59055.83093261719,208707.53857421875,132412.26080322266,3122.0315551757813,16919126016,28991029248,5921374208,0
