run_id,version,duration,energy,energy_delta,power,dram_energy,memory_mean,memory_median,memory_delta,cpu_usage_mean,cpu_usage_median
004,OR,8.414,608.5303955078161,534.102175529904,72.32355544423771,10.25482177734375,5395.330788352273,5400.03125,119.12109375,25.589784470471468,20.58857536315918
007,OR,8.414,603.3463745117188,528.9181545338066,71.70743695171366,10.16485595703125,5201.977272727273,5211.439453125,115.15625,25.38882501197584,20.866668701171875
010,OR,8.413,597.2819213867224,522.8625471682561,70.99511724553933,10.06494140625,5131.960316051136,5141.763671875,130.29296875,22.697482932697643,20.01238250732422
012,OR,8.414,598.3714599609375,523.9432399830254,71.11617066329184,10.01513671875,5104.126686789773,5110.009765625,132.96875,22.132646921909217,18.555673599243164
013,OR,8.414,590.4010620117188,515.9728420338066,70.16889256141178,9.89971923828125,5081.745827414773,5089.712890625,126.83984375,22.34946821675156,18.862228393554688
015,OR,8.414,595.5823974609375,521.1541774830254,70.7846918779341,10.0987548828125,5079.477716619318,5091.41015625,141.7421875,22.92777818622011,20.21778106689453
016,OR,8.413,600.281494140625,525.8621199221587,71.35165745163735,10.12176513671875,5084.293501420455,5091.388671875,127.26953125,25.060015187118992,20.306550979614258
018,OR,8.214,588.713623046875,516.0545549581454,71.6719774831842,9.7003173828125,5089.8203125,5098.69921875,127.796875,22.695596805838647,19.31296157836914
021,OR,8.414,595.4678955078125,521.0396755299004,70.77108337387835,10.01263427734375,5274.599520596591,5281.6484375,128.69140625,22.69474418958028,18.255006790161133
022,OR,8.414,594.6525268554688,520.2243068775566,70.67417718748143,10.08575439453125,5230.2724609375,5240.3046875,131.09765625,22.319526340022232,19.934749603271484
024,OR,8.414,598.4757080078052,524.0474880298931,71.12856049534172,10.05963134765625,5222.769353693182,5230.94921875,129.89453125,25.12732783953349,19.607580184936523
027,OR,8.213,590.3084106445312,517.6581883152476,71.87488258182532,9.85845947265625,5241.48828125,5252.51171875,127.5078125,24.966938351475918,19.35053253173828
028,OR,8.413,595.1758422851562,520.75646806669,70.74478096816311,10.042358398437045,5206.591175426136,5215.298828125,137.83203125,22.65966419017676,19.76935577392578
029,OR,8.413,601.4168090820312,526.997434863565,71.48660514466079,10.158264160156023,5210.054066051136,5218.28125,134.8671875,21.99695811849652,19.227188110351562
030,OR,8.414,603.4057006835865,528.9774807056743,71.71448783974168,10.234130859375227,5207.256480823864,5217.693359375,134.453125,25.43626057017933,20.84957504272461
031,OR,8.213,583.010437011726,510.3602146824424,70.9862945344851,9.784545898437727,5198.541424418605,5208.67578125,119.65625,22.729087652162065,19.642425537109375
033,OR,8.414,593.337463378899,518.9092434009868,70.51788250284038,10.08953857421875,5198.416193181818,5207.939453125,135.7109375,22.17807534969214,20.489957809448242
035,OR,8.212,580.9454345703052,508.3040580004675,70.74347717612095,9.819213867187045,5203.785247093023,5210.484375,131.05859375,25.046459242354995,19.420475006103516
037,OR,8.211,581.7224731445312,509.08994233413944,70.84672672567667,9.7340087890625,5196.319040697675,5209.26171875,130.05859375,24.979800852694254,20.569015502929688
040,OR,8.414,591.7632446289135,517.3350246510014,70.33078733407577,10.064636230468295,5198.668057528409,5204.748046875,128.84765625,22.74045054840319,19.24114227294922
042,OR,8.212,585.5884399414062,512.9470633715686,71.30886993928473,9.909729003906705,5198.171329941861,5205.33203125,131.15234375,23.122577053631925,19.292770385742188
043,OR,8.413,596.4482421875,522.0288679690337,70.89602308183763,10.221435546875,5198.503018465909,5202.806640625,134.88671875,25.37462591402458,20.93923568725586
044,OR,8.412,591.0723876953125,516.6618592362921,70.26538132374138,9.99810791015625,5196.541459517045,5209.923828125,132.3046875,22.591213313016024,18.55661392211914
045,OR,8.212,586.95166015625,514.3102835864123,71.47487337509133,9.844970703125455,5199.045330668605,5209.2890625,131.8203125,23.020210125649623,19.566181182861328
046,OR,8.414,595.4830322265625,521.0548122486504,70.77288236588574,10.11572265625,5204.165571732955,5209.8828125,131.4765625,24.813953941518616,19.438230514526367
052,OR,8.413,601.7177734375,527.2983992190337,71.52237887049803,10.22576904296875,5224.279208096591,5229.953125,135.77734375,23.117709961804476,18.573631286621094
054,OR,8.213,580.0311279296875,507.3809056004039,70.62353925845458,9.7923583984375,5217.913699127907,5229.0078125,128.8046875,24.557591260865678,18.067520141601562
055,OR,8.212,586.9483642578125,514.3069876879748,71.47447202360114,9.905029296875,5213.349109738372,5222.265625,118.23046875,23.097705308781112,17.94570541381836
056,OR,8.414,590.6798706054688,516.2516506275566,70.20202883354752,10.055847167969205,5213.798206676136,5224.6171875,138.1171875,22.693040529886883,19.286237716674805
059,OR,8.212,593.1432495117188,520.5018729418811,72.22884187916692,9.98077392578125,5212.329487645349,5222.3125,136.390625,23.21572280854218,18.355072021484375
