run_id,version,duration,energy,power,dram_energy,memory_mean,memory_median,memory_delta,cpu_usage_mean,cpu_usage_median
001,base,30.083,205.9285888671875,6.845347500820647,19.42083740234375,5961.250925164473,5961.404296875,1.60546875,1.9828130780604845,0.4106121063232422
