run_id,version,duration,energy,power,dram_energy,memory_mean,memory_median,memory_delta,cpu_usage_mean,cpu_usage_median
001,base,30.085,217.2196044921875,7.2201962603353,19.46710205078125,6102.5822111430925,6102.62890625,0.1328125,0.8977602971227544,0.3014640808105469
