run_id,version,duration,energy,power,dram_energy,memory_mean,memory_median,memory_delta,cpu_usage_mean,cpu_usage_median
001,base,29.683,316.42608642578125,10.660178769860906,20.466125488277612,5381.923515625,5381.740234375,12.74609375,2.3114691162109375,0.5930633544921875
