FilePath,FileName,ClassName,TotalImports,TotalMethods,TotalMethodStatements,TotalTestMethods,AnnotationCount,TestsWithoutAnnotationCount,HasTestInFileName,HasTestInClassName,junitFrameworkTest,junitFrameworkTestCase,orgJunitTest,androidTestAndroidTestCase,androidTestInstrumentationTestCase,orgJunitAssert,androidTestActivityInstrumentationTestCase2,HasTechnicalDebtComment
C:\Users\simon\Documents\Code\thesis-code\commons-numbers-master\commons-numbers-primes\src\test\java\org\apache\commons\numbers\primes\PrimesTest.java,PrimesTest.java,PrimesTest,4,8,30,3,3,0,true,true,false,false,false,false,false,false,false,false
C:\Users\simon\Documents\Code\thesis-code\commons-numbers-master\commons-numbers-primes\src\test\java\org\apache\commons\numbers\primes\SmallPrimesTest.java,SmallPrimesTest.java,SmallPrimesTest,6,15,43,15,15,0,true,true,false,false,false,false,false,false,false,false
C:\Users\simon\Documents\Code\thesis-code\commons-numbers-master\commons-numbers-primes\src\test\java\org\apache\commons\numbers\primes\UserGuideTest.java,UserGuideTest.java,UserGuideTest,4,1,10,1,1,0,true,true,false,false,false,false,false,false,false,false
