run_id,version,duration,energy,energy_delta,power,dram_energy,memory_mean,memory_median,memory_delta,cpu_usage_mean,cpu_usage_median
001,RF,6.21,380.13861083984375,259.49964753528474,61.21394699514392,6.599609375,7326.893465909091,7332.171875,87.02734375,19.42510834125557,15.051803588867188
002,OR,6.211,379.04449462890625,258.386104760208,61.02793344532382,6.536682128898974,7330.958925189394,7333.20703125,88.46875,18.31816886169742,13.376895904541016
003,RF,6.21,378.85284423828125,258.21388093372224,61.006899233217595,6.578857421882276,7329.442589962121,7333.74609375,91.98828125,19.242045614454483,14.101879119873049
004,OR,6.211,383.1273193359375,262.46892946723926,61.68528728641724,6.59393310546875,7335.140269886364,7341.140625,95.140625,19.072909172135166,14.566993713378906
005,RF,6.21,386.6640625,266.025099195441,62.26474436392915,6.5550537109375,7333.98212594697,7336.04296875,90.33203125,19.060541952499232,14.466453552246094
006,OR,6.209,383.4510498046875,262.8315130642677,61.757295829390806,6.61474609375,7321.763139204545,7321.83203125,99.3046875,19.509173923068577,13.06912612915039
007,RF,6.41,388.90008544921875,264.37580931681566,60.67084016368467,6.7457275390625,7326.175436580882,7329.494140625,97.0,18.913236010308356,15.195573806762695
008,OR,6.211,381.407531738274,260.74914186957574,61.408393453272254,6.56732177734375,7324.893110795455,7328.35546875,80.3671875,19.23209056468925,14.011638641357422
009,RF,6.412,390.84844970703125,266.2853204463497,60.9557781826312,6.903503417976026,7330.31583180147,7334.091796875,97.14453125,18.87483750137628,14.671188354492188
010,OR,6.209,382.8126220703125,262.1930853298927,61.65447287329884,6.5889892578125,7329.185014204545,7333.30859375,92.515625,18.73405123238612,16.085914611816406
011,RF,6.211,381.994689941399,261.33630007270074,61.50292866549653,6.5340576171875,7335.040956439394,7338.63671875,93.015625,18.516150214455347,14.92032241821289
012,OR,6.209,379.1815795898365,258.5620428494167,61.069669768052265,6.56854248046875,7332.737926136364,7337.30078125,92.6328125,18.69766390444052,13.540042877197266
