run_id,version,duration,energy,energy_delta,power,dram_energy,memory_mean,memory_median,memory_delta,cpu_usage_mean,cpu_usage_median
002,RF,6.21,381.41668701171875,260.77772370715974,61.41975636259561,6.53955078125,7338.979166666667,7346.00390625,94.47265625,18.896142333444924,14.52227783203125
003,RF,7.01,458.50653076171875,322.3263161457834,65.40749368926087,9.7061767578125,7385.72191722973,7387.9375,151.49609375,29.489099468196837,19.867996215820312
005,RF,6.412,373.512390136726,248.9492608760445,58.25208829331348,6.746582031242724,7391.765969669118,7392.794921875,89.0390625,18.702255146176206,16.025766372680664
006,RF,6.409,383.02691650390625,258.5220669356424,59.76391270149887,6.702880859375,7390.78515625,7395.7578125,90.65625,18.739267751282334,14.057619094848633
008,RF,6.21,384.80218505859375,264.16322175403474,61.964925130208336,6.5699462890625,7366.285392992424,7371.05859375,92.046875,18.463449603379374,13.302764892578125
009,RF,6.409,384.195983886726,259.69113431846216,59.94632296563053,6.6846923828125,7354.733340992647,7360.49609375,93.3828125,17.775852315566116,14.51779556274414
013,RF,6.41,386.73895263671875,262.21467650431566,60.33368995892648,6.765441894523974,7361.219439338235,7366.767578125,87.12890625,18.282731336705826,13.942626953125
014,RF,6.411,387.88702392578125,263.34332122923894,60.50335734297009,6.77154541015625,7364.620634191177,7370.341796875,92.3828125,18.321658676745844,14.912494659423828
015,RF,6.21,382.4260253906177,261.7870620860587,61.582290723126846,6.54815673828125,7365.067826704545,7367.62890625,91.3125,19.152439040367046,13.760478973388672
016,RF,6.411,388.1820068359302,263.6383041393879,60.54936933956173,6.745788574226026,7362.14395680147,7363.212890625,92.875,18.166746102127373,14.340465545654297
017,RF,6.209,385.229187011726,264.60965027130624,62.0436764393181,6.58233642578125,7366.827059659091,7371.625,93.3515625,19.144487968598956,13.948616027832031
019,RF,6.21,379.0946044921875,258.4556411876285,61.04583003094807,6.56329345703125,7369.048177083333,7372.78125,88.2109375,19.04401322567102,13.668720245361328
020,RF,6.409,384.59130859375,260.08645902548614,60.00800570974411,6.748962402336474,7364.62637867647,7369.4375,94.25390625,18.719576199849445,14.538290023803711
024,RF,6.409,387.89697265625,263.39212308798614,60.52379039729287,6.713623046875,7374.995174632353,7377.03125,95.42578125,18.96334790248497,14.089637756347656
028,RF,6.41,396.6727294921875,272.1484533597844,61.883421137626755,6.994506835930224,7397.507467830882,7396.572265625,124.7421875,19.35340748581232,18.214990615844727
030,RF,6.411,388.8729248046875,264.3292221081452,60.65714004128647,6.753723144523974,7407.488740808823,7410.880859375,92.52734375,19.177888524298574,13.739147186279297
031,RF,6.209,380.75732421875,260.1377874783302,61.3234537314785,6.53863525390625,7402.931581439394,7407.49609375,94.5625,18.88161190110024,13.730300903320312
032,RF,6.408,389.28033447265625,264.7949114685316,60.74911586651939,6.712768554694776,7404.597541360294,7410.3359375,96.4296875,18.18924004423852,12.090913772583008
033,RF,6.21,385.68548583984375,265.04652253528474,62.10716358129529,6.606445312492724,7404.898910984848,7411.21875,92.93359375,18.877947768779716,14.141609191894531
035,RF,6.41,391.00439453125,266.4801183988469,60.99912551189547,6.76275634765625,7397.849839154412,7400.599609375,95.00390625,18.45253246905757,13.261934280395508
036,RF,6.211,386.210693359375,265.55230349067676,62.1817249008815,6.601501464851026,7396.497159090909,7398.00390625,90.44140625,19.360019327414157,14.035301208496094
038,RF,6.409,389.10003662109375,264.5951870528299,60.71150516790354,6.728637695319776,7390.527458639706,7390.9296875,86.28515625,18.33874402326696,14.725971221923828
041,RF,6.209,379.93011474609375,259.31057800567396,61.19022624353258,6.546386718735448,7386.756865530303,7391.09375,91.96484375,18.183962359572902,13.786571502685547
042,RF,6.412,387.53863525390625,262.9755059932247,60.439587531800726,6.76513671875,7381.383157169118,7384.384765625,93.71484375,18.458640070522534,15.256162643432617
044,RF,6.409,389.7645263671875,265.25967679892364,60.815185889715636,6.69134521484375,7375.481158088235,7377.8203125,91.84765625,18.345737915413054,13.392528533935547
045,RF,6.411,394.06146240234375,269.51775970580144,61.46645802563466,7.34375,7382.622931985294,7385.4921875,125.0703125,20.045252706490313,16.235593795776367
049,RF,6.409,387.79736328125,263.29251371298614,60.508248288539555,6.87384033203125,7373.734375,7378.546875,86.00390625,18.743664451673922,17.518310546875
051,RF,6.41,387.386962890625,262.8626867582219,60.43478360228159,6.731689453125,7378.299057904412,7381.310546875,93.203125,18.827479315739055,14.455965042114258
059,RF,6.411,389.24420166015625,264.70049896361394,60.71505251289288,6.7353515625,7390.579044117647,7393.310546875,98.35546875,18.28054350497676,13.516708374023438
060,RF,6.209,381.5426025390625,260.9230657986427,61.449927933493726,6.5272216796875,7390.772490530303,7397.2421875,92.80078125,18.51813232537472,13.818679809570312
