run_id,version,duration,energy,power,dram_energy,memory_mean,memory_median,memory_delta,cpu_usage_mean,cpu_usage_median
001,base,29.486,210.09808349609375,7.125350454320483,19.1015625,6111.684249161074,6111.734375,2.01171875,1.9925895238616054,0.4717140197753906
