run_id,version,duration,energy,power,dram_energy,memory_mean,memory_median,memory_delta,cpu_usage_mean,cpu_usage_median
001,base,29.452,1012.69921875,34.38473511985603,34.328125,5936.61168204698,5937.57421875,0.03125,9.888853395278554,4.1061248779296875
