run_id,version,duration,energy,power,dram_energy,memory_mean,memory_median,memory_delta,cpu_usage_mean,cpu_usage_median
001,base,29.688,231.4257202148433,7.795261392308115,19.28863525390625,5276.531796875,5276.75,0.015625,1.3798245535956493,0.4423255920410156
